NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0.184956439876,0.0118057284675,0.068181807464,56716.690416,58957.802858
112000,"Animal Production",0.000287521955499,4.04947505928E-5,0.163928303395,22785.2447195,5.66356025939
113110,"Timber Tract Operations",0,0,0,0,0
113210,"Forest Nurseries and Gathering of Forest Products",0,0,0,0,0
113310,Logging,0.000284463853739,1.9188109601E-5,0.0723326954123,69979.3534389,18.5695674706
114111,"Finfish Fishing",0.000288350067315,2.5973185157E-6,0.00908939118387,170115.992047,48.6667073603
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0.000286189436682,-8.8891902959E-6,-0.0301248192285,56210.5694279,16.5865579856
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0.000282469724428,-7.86655504888E-6,-0.0270946333785,33747.0849358,9.80744120059
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",0.000278325801893,1.65304647206E-5,0.0631427010852,28843.653868,7.55114334829
115115,"Farm Labor Contractors and Crew Leaders",0.000273551928383,1.23788173242E-5,0.047396982308,26042.1890119,6.80444087221
115116,"Farm Management Services",0.000267645636576,8.66623116955E-6,0.0334630128444,22309.9382848,5.81909648569
115210,"Support Activities for Animal Production",0.000260177837368,5.46660795004E-6,0.0214619825067,16084.7934897,4.17411033838
115310,"Support Activities for Forestry",0.000250838744859,2.66836614756E-6,0.0107521540702,154105.677688,38.9821389225
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
