NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0.092471446015,0.00587542549624,0.067848677815,56713.6548969,29479.8108821
112000,"Animal Production",0.000226400660964,7.97686735312E-5,0.544005949368,22785.2447195,3.3618123036
113110,"Timber Tract Operations",0,0,0,0,0
113210,"Forest Nurseries and Gathering of Forest Products",0,0,0,0,0
113310,Logging,0.000243365946274,4.56954356432E-5,0.231169715186,69979.3534389,13.837133493
114111,"Finfish Fishing",0.000244350442351,2.46842924246E-5,0.112371853528,170115.992047,37.4114624631
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0.000237119562421,1.13048229268E-5,0.0500623783555,56210.5694279,12.6931906556
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0.000225810617697,2.77076566919E-6,0.0124227381071,33747.0849358,7.53419530654
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",0.000212428107644,-2.66076260111E-6,-0.0123705266483,28843.653868,6.20395653103
115115,"Farm Labor Contractors and Crew Leaders",0.000197732362521,-6.23373820016E-6,-0.0305626188769,26042.1890119,5.31400520777
115116,"Farm Management Services",0.000181821790176,-8.83932112352E-6,-0.0463614266344,22309.9382848,4.28402946164
115210,"Support Activities for Animal Production",0.000164522492756,-1.1067587049E-5,-0.0630308219081,16084.7934897,2.87750315958
115310,"Support Activities for Forestry",0.000151959448172,-6.92654134639E-6,-0.0435944123669,154105.677688,24.9575140612
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,0
212312,"Crushed and Broken Limestone Mining and Quarrying",0,0,0,0,0
212313,"Crushed and Broken Granite Mining and Quarrying",0,0,0,0,0
212319,"Other Crushed and Broken Stone Mining and Quarrying",0,0,0,0,0
212321,"Construction Sand and Gravel Mining",0,0,0,0,0
212322,"Industrial Sand Mining",0,0,0,0,0
212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",0,0,0,0,0
212390,"Other Nonmetallic Mineral Mining and Quarrying",0,0,0,0,0
213111,"Drilling Oil and Gas Wells",0,0,0,0,0
213112,"Support Activities for Oil and Gas Operations",0,0,0,0,0
213113,"Support Activities for Coal Mining",0,0,0,0,0
213114,"Support Activities for Metal Mining",0,0,0,0,0
213115,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",0,0,0,0,0
221111,"Hydroelectric Power Generation",0,0,0,0,0
221112,"Fossil Fuel Electric Power Generation",0,0,0,0,0
221113,"Nuclear Electric Power Generation",0,0,0,0,0
221114,"Solar Electric Power Generation",0,0,0,0,0
221115,"Wind Electric Power Generation",0,0,0,0,0
221116,"Geothermal Electric Power Generation",0,0,0,0,0
221117,"Biomass Electric Power Generation",0,0,0,0,0
221118,"Other Electric Power Generation",0,0,0,0,0
221121,"Electric Bulk Power Transmission and Control",0,0,0,0,0
221122,"Electric Power Distribution",0,0,0,0,0
221210,"Natural Gas Distribution",0,0,0,0,0
221310,"Water Supply and Irrigation Systems",0,0,0,0,0
221320,"Sewage Treatment Facilities",0,0,0,0,0
221330,"Steam and Air-Conditioning Supply",0,0,0,0,0
236115,"New Single-Family Housing Construction (except For-Sale Builders)",3.32376505255,0.334530845095,0.111911888423,62631.7888097,191745.432148
236116,"New Multifamily Housing Construction (except For-Sale Builders)",0.0181232429411,0.000196326500606,0.0109514930388,52941.8420165,1021.66755504
236117,"New Housing For-Sale Builders",0.0841662326904,0.000780787687251,0.00936359681503,50440.2409667,4836.90296004
236118,"Residential Remodelers",0.000212902828565,0.000140699176114,1.94864347353,53049.1670611,3.83589724608
236210,"Industrial Building Construction",4.37182005175E-5,1.06751352956E-5,0.323067343298,113849.611924,3.81575127146
236220,"Commercial and Institutional Building Construction",0,-1.38494537763E-5,-1,84920.8575076,1.18117108347
237110,"Water and Sewer Line and Related Structures Construction",0,0,0,0,0
237120,"Oil and Gas Pipeline and Related Structures Construction",1.09765092693E-5,-9.16402578417E-7,-0.0770545170226,102708.185163,1.22596855212
237130,"Power and Communication Line and Related Structures Construction",1.46667385579E-5,2.17489325062E-8,0.00148507667554,117806.131806,1.74838509794
237210,"Land Subdivision",1.71753827136E-5,5.6645870379E-7,0.0341056833937,99357.6695645,1.6502271136
237310,"Highway, Street, and Bridge Construction",1.85020118193E-5,8.20581300606E-7,0.0464092144433,107205.565128,1.89951493059
237990,"Other Heavy and Civil Engineering Construction",1.8862847452E-5,8.74362992007E-7,0.0486068180981,117850.871025,2.12773448248
238110,"Poured Concrete Foundation and Structure Contractors",6.97900146671E-5,5.20418796613E-5,2.93224497358,59476.8518587,1.05744974823
238120,"Structural Steel and Precast Concrete Contractors",0.000164656055781,0.000147487408212,8.59050822867,85099.3605229,1.46286504125
238130,"Framing Contractors",0.000224697565188,0.000208300543166,12.7035593957,66335.2273197,1.09151667093
238140,"Masonry Contractors",0.000256781048451,0.00024127383657,15.5588147259,61643.7011893,0.957798275808
238150,"Glass and Glazing Contractors",0.000270117342932,0.000255604814158,17.6126999045,62112.5798645,0.903789202876
238160,"Roofing Contractors",0.000271439784399,0.000258050915689,19.2735414222,82789.3067409,1.10982100253
238170,"Siding Contractors",0.000263980888801,0.000251881635183,20.8179482081,57737.6577354,0.700911383091
238190,"Other Foundation, Structure, and Building Exterior Contractors",0.000248494199816,0.000223495447806,8.94026420663,61562.3046946,1.5418482236
238210,"Electrical Contractors and Other Wiring Installation Contractors",0.000226400402345,0.000170106588359,3.02176342859,78634.4217736,4.49501101216
238220,"Plumbing, Heating, and Air-Conditioning Contractors",0.000198355481165,0.000135184297203,2.13996776261,77484.9853687,4.9052366474
238290,"Other Building Equipment Contractors",0.000165739356961,9.26326216171E-5,1.26708737822,111480.896674,8.16740315044
238310,"Drywall and Insulation Contractors",0.000868459508429,0.000787546712955,9.73327776341,65941.0513139,5.34178572215
238320,"Painting and Wall Covering Contractors",0.00213333358725,0.00204878780397,24.2328798027,52925.8554994,4.47716176116
238330,"Flooring Contractors",0.00217394397147,0.00208868065038,24.4968249387,56140.8133478,4.80119478069
238340,"Tile and Terrazzo Contractors",0.00175167723195,0.00166812488346,19.965026881,63460.6228531,5.30590443421
238350,"Finish Carpentry Contractors",0.00129398624011,0.00121428489142,15.2354371835,62101.6558106,4.9750347529
238390,"Other Building Finishing Contractors",0.00089008948209,0.000816073763631,11.0256818502,54000.3636289,4.03320437613
238910,"Site Preparation Contractors",0.000480704128844,0.000413726278497,6.17706116805,73874.8325784,4.95110393411
238990,"All Other Specialty Trade Contractors",6.40201807094E-5,4.91729347573E-6,0.083198870747,70981.0353592,4.21110542108
311111,"Dog and Cat Food Manufacturing",0,0,0,0,0
311119,"Other Animal Food Manufacturing",0,0,0,0,0
311211,"Flour Milling",0,0,0,0,0
311212,"Rice Milling",0,0,0,0,0
311213,"Malt Manufacturing",0,0,0,0,0
311221,"Wet Corn Milling",0,0,0,0,0
311224,"Soybean and Other Oilseed Processing",0,0,0,0,0
311225,"Fats and Oils Refining and Blending",0,0,0,0,0
311230,"Breakfast Cereal Manufacturing",0,0,0,0,0
311313,"Beet Sugar Manufacturing",0,0,0,0,0
311314,"Cane Sugar Manufacturing",0,0,0,0,0
311340,"Nonchocolate Confectionery Manufacturing",0,0,0,0,0
311351,"Chocolate and Confectionery Manufacturing from Cacao Beans",0,0,0,0,0
311352,"Confectionery Manufacturing from Purchased Chocolate",0,0,0,0,0
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",0,0,0,0,0
311412,"Frozen Specialty Food Manufacturing",0,0,0,0,0
311421,"Fruit and Vegetable Canning",0,0,0,0,0
311422,"Specialty Canning",0,0,0,0,0
