NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0.844340844717,0.078812495893,0.102951766599,57080.657434,70422.1816966
112000,"Animal Production",0.00806148665435,0.00123950124169,0.181692156566,41008.4827011,280.032436753
113110,"Timber Tract Operations",2.18758212288E-5,-6.28327557542E-6,-0.223134840549,125479.188449,3.564070822
113210,"Forest Nurseries and Gathering of Forest Products",1.07346082484E-5,-1.42885430625E-6,-0.117471016154,41815.3790177,0.510115557963
113310,Logging,0.696422437875,0.0201581141924,0.0298080402684,63384.2002041,43233.4299611
114111,"Finfish Fishing",1.84414308903E-5,7.74838599852E-6,0.724619233989,131571.880178,1.40697106758
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",1.93612118059E-5,5.98313004206E-6,0.447233777433,49408.9257243,0.700617265069
114210,"Hunting and Trapping",1.84625427637E-5,3.30949145683E-6,0.218404292958,60837.5551694,0.922198578331
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0.417634660478,0.0766239213708,0.22469650537,65574.1958836,22809.1722136
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",0,0,0,0,0
115115,"Farm Labor Contractors and Crew Leaders",0.506834775716,0.0664897794165,0.150994742702,47114.2920683,20800.5415252
115116,"Farm Management Services",0,0,0,0,0
115210,"Support Activities for Animal Production",0.80570924504,0.0776174373656,0.106603915258,51490.6732708,40427.0858051
115310,"Support Activities for Forestry",0.796948524852,0.0728452860681,0.10060069085,58895.4563265,44478.7322266
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,0
212312,"Crushed and Broken Limestone Mining and Quarrying",0,0,0,0,0
