NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0.184866046717,0.0117456305694,0.0678465938954,56718.9164193,58956.4695716
112000,"Animal Production",0.000268709628404,2.18880643781E-5,0.0886797086167,22785.2447195,5.65884555794
113110,"Timber Tract Operations",0,0,0,0,0
113210,"Forest Nurseries and Gathering of Forest Products",0,0,0,0,0
113310,Logging,0.000258701923058,1.52558298369E-5,0.0626661518164,69979.3534389,17.0414700681
114111,"Finfish Fishing",0.000248763503192,1.0039035841E-5,0.0420528149141,170115.992047,40.6572949556
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0.00023772894895,5.95009713831E-6,0.0256714410819,56210.5694279,13.0284372162
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0.000233836161745,-2.52403030551E-5,-0.0974241449318,33747.0849358,8.75149740009
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",0.000255432315563,-2.109676772E-5,-0.0762913161594,28843.653868,7.97611894237
115115,"Farm Labor Contractors and Crew Leaders",0.000254972439117,-1.95855289862E-5,-0.0713347681055,26042.1890119,7.15316156545
115116,"Farm Management Services",0.000241274081153,-1.86496359465E-5,-0.0717504202949,22309.9382848,5.84031454682
115210,"Support Activities for Animal Production",0.224229927492,0.000175738248388,0.000784356003258,60941.6443736,26636.4684649
115310,"Support Activities for Forestry",0.0280187919714,-0.00190970280364,-0.0638088489915,61647.1369749,2710.2096088
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,0
