NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",151.855929195,7.71106062418,0.0534952142287,44661.0125001,8576958.1929
112000,"Animal Production",0.258270586262,0.00262695357674,0.0102758419959,37731.2132065,15257.8639343
113110,"Timber Tract Operations",0.0402629351053,-0.0047013854799,-0.10455813451,30986.2334505,2755.90507262
113210,"Forest Nurseries and Gathering of Forest Products",0.0827710616188,-0.000147905506546,-0.00178373551521,30986.2334505,5965.30012849
113310,Logging,0.000326063302669,3.72700095797E-5,0.129054276784,69979.3534389,20.2158194241
114111,"Finfish Fishing",0.000295925845582,3.73020721301E-5,0.144232959067,170115.992047,44.0463566909
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0.00029401969198,2.80919364308E-5,0.105637474256,56210.5694279,14.9479688942
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0.000328633592719,2.79136174035E-5,0.0928226246834,33747.0849358,10.1581982144
115113,"Crop Harvesting, Primarily by Machine",0.0351108568078,0.000377689743383,0.0108740369884,60989.2660144,2940.84551433
115114,"Postharvest Crop Activities (except Cotton Ginning)",0.695908245778,0.283535147193,0.687569456313,44351.0878097,20640.6561707
115115,"Farm Labor Contractors and Crew Leaders",0.0423642999205,-0.0885373820506,-0.676365503616,37606.1244747,5915.1678007
115116,"Farm Management Services",0.0174622384939,-0.000963307666524,-0.0522810915961,59759.6509475,1427.08766034
115210,"Support Activities for Animal Production",1.40580562738,0.000121740210844,8.66056813735E-5,41109.1101728,103412.449598
115310,"Support Activities for Forestry",9.67082261613,0.217617609452,0.0230205109588,152422.535995,1473444.073
211120,"Crude Petroleum Extraction",0,0,0,0,243895.545012
211130,"Natural Gas Extraction",0,0,0,0,47335.3741727
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",7.15976785992E-5,-7.03600532521E-6,-0.0894782614023,310208.000127,25.1499228522
212230,"Copper, Nickel, Lead, and Zinc Mining",5.45484107672E-5,-1.40037756042E-5,-0.204279051412,155462.711411,10.6573218337
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,684.833326953
212312,"Crushed and Broken Limestone Mining and Quarrying",0,0,0,0,28077.427688
212313,"Crushed and Broken Granite Mining and Quarrying",0,0,0,0,2657.85057455
212319,"Other Crushed and Broken Stone Mining and Quarrying",0,0,0,0,8639.66628164
212321,"Construction Sand and Gravel Mining",0.0236394036019,4.61624283625E-5,0.00195659545134,147868.208502,63757.7962984
212322,"Industrial Sand Mining",0,0,0,0,2413.40443738
212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",0,0,0,0,0
212390,"Other Nonmetallic Mineral Mining and Quarrying",0,0,0,0,2277.0241059
213111,"Drilling Oil and Gas Wells",2.96141865669E-5,1.83323631973E-6,0.0659889709826,98494.6790907,2.73627913445
213112,"Support Activities for Oil and Gas Operations",3.16806842476E-5,4.65704551904E-6,0.172332288994,88241.2606218,2.6423080381
213113,"Support Activities for Coal Mining",0,0,0,0,0
213114,"Support Activities for Metal Mining",3.52593718843E-5,1.04331286989E-5,0.420245972016,96160.6733583,2.5674170575
213115,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",2.87455767493E-5,7.63364696886E-6,0.361579782059,98171.7239351,2.07259708341
221111,"Hydroelectric Power Generation",0,0,0,0,12030.9234808
221112,"Fossil Fuel Electric Power Generation",0,0,0,0,45658.9825931
221113,"Nuclear Electric Power Generation",0,0,0,0,0
221114,"Solar Electric Power Generation",0,0,0,0,0
221115,"Wind Electric Power Generation",0,0,0,0,5593.42526171
221116,"Geothermal Electric Power Generation",0,0,0,0,0
221117,"Biomass Electric Power Generation",0,0,0,0,0
221118,"Other Electric Power Generation",0,0,0,0,2325.52126989
221121,"Electric Bulk Power Transmission and Control",0.021977134791,0.00582134138399,0.360325317201,171288.393129,2767.2998924
221122,"Electric Power Distribution",0.392684296914,0.00570723533859,0.0147482523004,235791.527909,201562.170128
221210,"Natural Gas Distribution",0,0,0,0,0
221310,"Water Supply and Irrigation Systems",0.000220718925641,3.33510698067E-5,0.177997819627,73065.5930253,13.6945571494
221320,"Sewage Treatment Facilities",0.000249591599266,3.5571052536E-5,0.166203913968,73121.8325996,15.6495937792
221330,"Steam and Air-Conditioning Supply",0,0,0,0,0
236115,"New Single-Family Housing Construction (except For-Sale Builders)",23.9942948577,2.38935967261,0.110593234932,62631.7888097,1385855.8233
236116,"New Multifamily Housing Construction (except For-Sale Builders)",0.694196361282,0.00744251231039,0.0108372342165,52921.9248544,39126.7059949
236117,"New Housing For-Sale Builders",3.75877840417,0.0346859777044,0.00931394115192,50433.177494,215998.951953
236118,"Residential Remodelers",47.7739650702,2.53336091302,0.055997504017,50512.2187773,2450981.64154
236210,"Industrial Building Construction",74.2031925484,3.29044234377,0.0464012795199,110827.788286,7965373.11095
236220,"Commercial and Institutional Building Construction",247.118269062,-0.374326979347,-0.00151247748552,79034.14081,19838644.129
237110,"Water and Sewer Line and Related Structures Construction",1.2854931828,0.0551391167215,0.0448156496098,75380.8649295,92754.0668396
237120,"Oil and Gas Pipeline and Related Structures Construction",0.344547295347,0.020664320117,0.0638018102134,97611.0355618,31641.2211452
237130,"Power and Communication Line and Related Structures Construction",3.42288080705,-0.0891282726489,-0.025378144141,112738.839438,400558.79182
237210,"Land Subdivision",2.73774818682,0.0483124960068,0.0179638041437,90614.430664,357806.068671
237310,"Highway, Street, and Bridge Construction",67.7380910846,4.37746375906,0.0690880747845,105537.888441,6790514.60541
237990,"Other Heavy and Civil Engineering Construction",1.43554273837,-0.0451541708593,-0.0304952151773,103033.500576,182916.230982
238110,"Poured Concrete Foundation and Structure Contractors",19.9729792895,0.938865933851,0.0493254356694,57192.9288174,1287396.96861
238120,"Structural Steel and Precast Concrete Contractors",0.532286191718,-0.0149453569514,-0.0273108467297,85099.3605229,46627.1963953
238130,"Framing Contractors",0.638945628935,-0.000651007064336,-0.00101784003807,66335.2273197,42576.6575136
238140,"Masonry Contractors",2.78672679808,-0.00946230772972,-0.00338400135744,58156.8698655,201051.358332
238150,"Glass and Glazing Contractors",0.742031808553,0.0161732244249,0.0222815087932,62112.5798645,45203.9173428
238160,"Roofing Contractors",6.71210149945,0.278478365332,0.043284842697,78252.4084668,534606.078569
238170,"Siding Contractors",5.09043693795,0.119852740191,0.0241124051866,55162.0647551,343446.045395
238190,"Other Foundation, Structure, and Building Exterior Contractors",3.47333419305,0.270636582445,0.0845026959615,57833.683761,220814.276965
238210,"Electrical Contractors and Other Wiring Installation Contractors",7.22559459651,0.25673923935,0.0368409482178,76112.381664,560457.940143
238220,"Plumbing, Heating, and Air-Conditioning Contractors",24.507192345,1.01293521588,0.043114162338,76758.0918095,1895390.45037
238290,"Other Building Equipment Contractors",0.494918931668,0.0245577794379,0.0522104755494,111480.896674,52548.2247085
238310,"Drywall and Insulation Contractors",3.29066177223,0.122732732084,0.038742260489,61351.2361077,228924.667753
238320,"Painting and Wall Covering Contractors",11.205945332,0.392404034995,0.0362882079254,51383.9178207,737143.328721
238330,"Flooring Contractors",0.315595642318,0.017551365668,0.0588884506198,56140.8133478,16782.933238
238340,"Tile and Terrazzo Contractors",1.56976358788,0.0748074008549,0.0500398617059,56407.8693573,117524.557628
238350,"Finish Carpentry Contractors",9.88395164244,0.371481065407,0.0390520067735,56898.6597629,740781.842657
238390,"Other Building Finishing Contractors",0.184416539412,0.00760285443033,0.0429992420051,54000.3636289,9634.78762188
238910,"Site Preparation Contractors",27.2340114064,0.927944238076,0.035274913279,62201.7206608,2180592.47507
238990,"All Other Specialty Trade Contractors",6.65353803193,0.235520781254,0.0366968133701,60683.1657219,524796.42292
311111,"Dog and Cat Food Manufacturing",0.00178142461375,-3.91603577668E-5,-0.0215097665747,105547.781729,215.957180183
311119,"Other Animal Food Manufacturing",0.00193090718652,2.7063400149E-5,0.014215136947,196280.54075,380.04445669
311211,"Flour Milling",0.00194638569056,4.33019313459E-5,0.0227535604444,97578.2341039,249.573717962
311212,"Rice Milling",0,0,0,0,0
311213,"Malt Manufacturing",0,0,0,0,0
311221,"Wet Corn Milling",0,0,0,0,0
311224,"Soybean and Other Oilseed Processing",0,0,0,0,0
311225,"Fats and Oils Refining and Blending",0,0,0,0,0
311230,"Breakfast Cereal Manufacturing",0,0,0,0,0
311313,"Beet Sugar Manufacturing",0,0,0,0,0
311314,"Cane Sugar Manufacturing",0,0,0,0,0
311340,"Nonchocolate Confectionery Manufacturing",0.00195440969299,3.33640815594E-5,0.0173676675664,15174.3918776,32.240922588
311351,"Chocolate and Confectionery Manufacturing from Cacao Beans",0.00199222691066,2.28820780473E-5,0.0116191322456,17521.6870806,34.5062862198
311352,"Confectionery Manufacturing from Purchased Chocolate",0.78689371142,0.133293595047,0.20393753261,32723.4635025,21388.0857779
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",0,0,0,0,0
311412,"Frozen Specialty Food Manufacturing",0,0,0,0,0
311421,"Fruit and Vegetable Canning",0.00212311242115,1.08757890292E-5,0.00514894442406,66104.5980677,139.628724792
311422,"Specialty Canning",0,0,0,0,0
311423,"Dried and Dehydrated Food Manufacturing",2.97820104528,-0.0598812987483,-0.0197102290088,62445.3173277,189714.248654
311511,"Fluid Milk Manufacturing",0.589943675019,0.154279488132,0.354124788715,66959.5719261,29171.9232259
311512,"Creamery Butter Manufacturing",0,0,0,0,0
311513,"Cheese Manufacturing",0,0,0,0,0
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",0,0,0,0,0
311520,"Ice Cream and Frozen Dessert Manufacturing",0,0,0,0,0
311611,"Animal (except Poultry) Slaughtering",2.9901209662,0.401709735469,0.155195484667,67083.8453939,173640.791723
311612,"Meat Processed from Carcasses",0.00304692421788,0.000214641719231,0.0757840078925,46738.6486933,132.407653756
311613,"Rendering and Meat Byproduct Processing",0.00372387586223,0.00028758674006,0.0836910777399,89534.2039541,307.665788347
311615,"Poultry Processing",0,0,0,0,0
311710,"Seafood Product Preparation and Packaging",0,0,0,0,0
311811,"Retail Bakeries",1.19935376706,-0.0652864868244,-0.0516245522187,24000.9161154,30475.7532182
311812,"Commercial Bakeries",0.00436093760436,0.000262436716321,0.0640323678072,66950.477453,274.396927741
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",0,0,0,0,0
311821,"Cookie and Cracker Manufacturing",0,0,0,0,198.793068393
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",0.0121470279255,-0.00188254433594,-0.134184015083,59207.3164709,830.654256321
311830,"Tortilla Manufacturing",0,0,0,0,152.600442479
311911,"Roasted Nuts and Peanut Butter Manufacturing",4.58143751212,0.629594937523,0.159316806183,42561.1990378,182125.150929
311919,"Other Snack Food Manufacturing",0,0,0,0,10152.8401593
311920,"Coffee and Tea Manufacturing",0.481170261347,-0.0393502491375,-0.0755978839351,40138.3160329,20892.8423687
311930,"Flavoring Syrup and Concentrate Manufacturing",0,0,0,0,0
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",0,0,0,0,0
311942,"Spice and Extract Manufacturing",0,0,0,0,0
311991,"Perishable Prepared Food Manufacturing",14.2549882066,0.24133855745,0.0172216776851,30183.7037947,433371.552946
311999,"All Other Miscellaneous Food Manufacturing",1.82351778511,-0.437359190814,-0.193446700317,48282.246936,110679.837108
312111,"Soft Drink Manufacturing",0.340939032676,0.0065740969969,0.0196614426197,119325.695153,39898.377305
312112,"Bottled Water Manufacturing",0.196962464855,-0.0123498584012,-0.0590020606963,122985.457668,27645.6064381
312113,"Ice Manufacturing",0.419125349031,0.0158101621653,0.03920051285,74955.2255988,30230.6178855
312120,Breweries,0.677535210422,0.0177370461761,0.0268825333826,42802.9042551,28256.3802793
312130,Wineries,9.34118743375,0.7272074916,0.0844217767494,28769.2537909,282532.16002
312140,Distilleries,0.832993290386,0.0444233479591,0.0563340619126,26824.0351229,21240.998529
312230,"Tobacco Manufacturing",0.17736067217,-0.017502381972,-0.0898188835696,141142.617113,93813.4080439
313110,"Fiber, Yarn, and Thread Mills",0.255408099499,0.00272626111573,0.0107893037868,39139.0180376,10893.1798027
313210,"Broadwoven Fabric Mills",10.1199010969,0.940759817069,0.102488869971,60450.5817032,554885.110258
313220,"Narrow Fabric Mills and Schiffli Machine Embroidery",0.00977502063436,-0.000719341452795,-0.0685455148985,40466.8423196,424.67421653
313230,"Nonwoven Fabric Mills",0.0373242309858,0.0029770326639,0.0866746870007,101130.507913,3473.55387069
313240,"Knit Fabric Mills",0,0,0,0,0
313310,"Textile and Fabric Finishing Mills",0,0,0,0,0
313320,"Fabric Coating Mills",0,0,0,0,0
314110,"Carpet and Rug Mills",0,0,0,0,0
314120,"Curtain and Linen Mills",0.0236642981492,-0.00719211595786,-0.233083336674,53012.5717888,2081.39437609
314910,"Textile Bag and Canvas Mills",0.325752988281,-0.0192778615682,-0.0558728634749,58021.3091979,20019.1661679
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",0,0,0,0,0
314999,"All Other Miscellaneous Textile Product Mills",0.23138470706,0.000761485791124,0.00330186087478,53848.1848203,12418.6570696
315120,"Apparel Knitting Mills",0,0,0,0,0
315210,"Cut and Sew Apparel Contractors",0.335048367588,0.0100839324751,0.0310308802612,42870.7724658,13952.0440584
315250,"Cut and Sew Apparel Manufacturing (except Contractors)",0,0,0,0,0
315990,"Apparel Accessories and Other Apparel Manufacturing",0,0,0,0,0
316110,"Leather and Hide Tanning and Finishing",0,0,0,0,0
316210,"Footwear Manufacturing",7.26552405771,0.114704007317,0.0160406787625,49546.3356056,354297.364485
316990,"Other Leather and Allied Product Manufacturing",0.307146849176,0.0138167762227,0.0471031697622,59688.41187,17508.4276758
321113,Sawmills,0.588653303244,0.0227547121591,0.04020987597,57948.9997077,32793.297498
321114,"Wood Preservation",0,0,0,0,0
321211,"Hardwood Veneer and Plywood Manufacturing",0.10549802499,0.00029757248727,0.00282862364364,42582.3043449,4886.93815711
321212,"Softwood Veneer and Plywood Manufacturing",0,0,0,0,0
321215,"Engineered Wood Member Manufacturing",0.532039513187,-0.0994697650496,-0.157511169634,45697.6420444,28938.7017838
321219,"Reconstituted Wood Product Manufacturing",0.359032643917,0.0282822317722,0.0855092865608,55192.6447873,18255.0123937
321911,"Wood Window and Door Manufacturing",8.97012338786,1.07699230506,0.136446778061,68851.4496181,547516.7019
321912,"Cut Stock, Resawing Lumber, and Planing",0.384848836005,0.00309352380313,0.00810342044827,59405.2253066,22678.2881398
321918,"Other Millwork (including Flooring)",8.22106130823,0.786892230929,0.105848040682,62662.207382,465841.95705
321920,"Wood Container and Pallet Manufacturing",0.399018524322,0.0118358477646,0.0305691563213,57999.9428197,22456.6006357
321991,"Manufactured Home (Mobile Home) Manufacturing",0,0,0,0,0
321992,"Prefabricated Wood Building Manufacturing",4.07589918162,0.0680272356672,0.0169734054842,38296.5068059,153487.498644
321999,"All Other Miscellaneous Wood Product Manufacturing",1.2668051653,0.0497071284329,0.0408406939518,38225.7628165,46524.5008816
322110,"Pulp Mills",0,0,0,0,0
322120,"Paper Mills",0.566981790076,0.0455531117877,0.087362114292,93502.7711236,48885.6435075
322130,"Paperboard Mills",0,0,0,0,0
322211,"Corrugated and Solid Fiber Box Manufacturing",1.55721268176,0.00718385201124,0.00463465702919,88516.1532356,137508.894147
322212,"Folding Paperboard Box Manufacturing",0.30691439172,0.0190968632942,0.0663505916355,74109.8961299,21330.1532895
322219,"Other Paperboard Container Manufacturing",0,0,0,0,0
322220,"Paper Bag and Coated and Treated Paper Manufacturing",0,0,0,0,0
322230,"Stationery Product Manufacturing",0.127496221507,-0.000569351019735,-0.00444577733501,42295.8481278,5416.64864748
322291,"Sanitary Paper Product Manufacturing",0,0,0,0,0
