NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0,0,0,0,0
112000,"Animal Production",0,0,0,0,0
113110,"Timber Tract Operations",0,0,0,0,0
113210,"Forest Nurseries and Gathering of Forest Products",0,0,0,0,0
113310,Logging,0,0,0,0,0
114111,"Finfish Fishing",0,0,0,0,0
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0,0,0,0,0
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0,0,0,0,0
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",0,0,0,0,0
115115,"Farm Labor Contractors and Crew Leaders",0,0,0,0,0
115116,"Farm Management Services",0,0,0,0,0
115210,"Support Activities for Animal Production",0,0,0,0,0
115310,"Support Activities for Forestry",0,0,0,0,0
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,0
212312,"Crushed and Broken Limestone Mining and Quarrying",0,0,0,0,0
212313,"Crushed and Broken Granite Mining and Quarrying",0,0,0,0,0
212319,"Other Crushed and Broken Stone Mining and Quarrying",0,0,0,0,0
212321,"Construction Sand and Gravel Mining",0,0,0,0,0
212322,"Industrial Sand Mining",0,0,0,0,0
212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",0,0,0,0,0
212390,"Other Nonmetallic Mineral Mining and Quarrying",0,0,0,0,0
213111,"Drilling Oil and Gas Wells",0,0,0,0,0
213112,"Support Activities for Oil and Gas Operations",0,0,0,0,0
213113,"Support Activities for Coal Mining",0,0,0,0,0
213114,"Support Activities for Metal Mining",0,0,0,0,0
213115,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",0,0,0,0,0
221111,"Hydroelectric Power Generation",0,0,0,0,0
221112,"Fossil Fuel Electric Power Generation",0,0,0,0,0
221113,"Nuclear Electric Power Generation",0,0,0,0,0
221114,"Solar Electric Power Generation",0,0,0,0,0
221115,"Wind Electric Power Generation",0,0,0,0,0
221116,"Geothermal Electric Power Generation",0,0,0,0,0
221117,"Biomass Electric Power Generation",0,0,0,0,0
221118,"Other Electric Power Generation",0,0,0,0,0
221121,"Electric Bulk Power Transmission and Control",0,0,0,0,0
221122,"Electric Power Distribution",0,0,0,0,0
221210,"Natural Gas Distribution",0,0,0,0,0
221310,"Water Supply and Irrigation Systems",0,0,0,0,0
221320,"Sewage Treatment Facilities",0,0,0,0,0
221330,"Steam and Air-Conditioning Supply",0,0,0,0,0
236115,"New Single-Family Housing Construction (except For-Sale Builders)",5.59982312964E-5,3.69335918966E-6,0.070612144546,62631.7888097,3.35511358747
236116,"New Multifamily Housing Construction (except For-Sale Builders)",0.0121072587428,0.000133000966634,0.0111072409765,53000.8823902,683.035281798
236117,"New Housing For-Sale Builders",0.0561254178754,0.000521138257328,0.00937226884166,50454.701534,3226.11138681
236118,"Residential Remodelers",1.83955402091E-5,2.58375094186E-6,0.163406613773,53049.1670611,0.840018431847
236210,"Industrial Building Construction",1.38392397236E-5,1.7185792499E-6,0.141789241076,113849.611924,1.39967116558
236220,"Commercial and Institutional Building Construction",1.06903803686E-5,1.06903803686E-5,,0,0
237110,"Water and Sewer Line and Related Structures Construction",0,0,0,0,0
237120,"Oil and Gas Pipeline and Related Structures Construction",0,0,0,0,0
237130,"Power and Communication Line and Related Structures Construction",0,0,0,0,0
237210,"Land Subdivision",0,0,0,0,0
237310,"Highway, Street, and Bridge Construction",0,0,0,0,0
237990,"Other Heavy and Civil Engineering Construction",0,0,0,0,0
238110,"Poured Concrete Foundation and Structure Contractors",0,0,0,0,0
238120,"Structural Steel and Precast Concrete Contractors",0,0,0,0,0
238130,"Framing Contractors",0,0,0,0,0
238140,"Masonry Contractors",0,0,0,0,0
238150,"Glass and Glazing Contractors",0,0,0,0,0
238160,"Roofing Contractors",0,0,0,0,0
238170,"Siding Contractors",0,0,0,0,0
238190,"Other Foundation, Structure, and Building Exterior Contractors",0,0,0,0,0
238210,"Electrical Contractors and Other Wiring Installation Contractors",0,0,0,0,0
238220,"Plumbing, Heating, and Air-Conditioning Contractors",0,0,0,0,0
238290,"Other Building Equipment Contractors",0,0,0,0,0
238310,"Drywall and Insulation Contractors",0,0,0,0,0
238320,"Painting and Wall Covering Contractors",0,0,0,0,0
238330,"Flooring Contractors",0,0,0,0,0
238340,"Tile and Terrazzo Contractors",0,0,0,0,0
238350,"Finish Carpentry Contractors",0,0,0,0,0
238390,"Other Building Finishing Contractors",0,0,0,0,0
238910,"Site Preparation Contractors",0,0,0,0,0
238990,"All Other Specialty Trade Contractors",0,0,0,0,0
311111,"Dog and Cat Food Manufacturing",0.000451370187216,2.5670472115E-5,0.06030183062,105547.781729,50.496357773
311119,"Other Animal Food Manufacturing",0.000502259088794,-4.89452273188E-5,-0.088796886904,196280.54075,110.031162399
