NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0.830767575096,0.0527477003588,0.0677973687711,56735.6286609,265259.135214
112000,"Animal Production",0.000137007826709,1.57278512355E-5,0.129682176915,22785.2447195,2.78057005749
113110,"Timber Tract Operations",0,0,0,0,0
113210,"Forest Nurseries and Gathering of Forest Products",0,0,0,0,0
113310,Logging,0.00012985983965,7.54471606417E-6,0.0616826099914,69979.3534389,8.5621810146
114111,"Finfish Fishing",0.000120111076851,2.04391207045E-6,0.0173114351839,170115.992047,20.1080835841
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0.000109119220743,-1.89008070453E-6,-0.0170263273427,56210.5694279,6.23990369706
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",9.72160513486E-5,-4.88126190257E-6,-0.0478098957469,33747.0849358,3.44880563413
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",8.81353687714E-5,-3.52428114064E-6,-0.038449646535,28843.653868,2.64380245736
115115,"Farm Labor Contractors and Crew Leaders",8.9430013615E-5,9.57953958393E-6,0.11996847483,26042.1890119,2.08037430408
115116,"Farm Management Services",9.81042195449E-5,1.74384558194E-5,0.216181624198,22309.9382848,1.81250652528
115210,"Support Activities for Animal Production",0.168120691927,0.000177031035599,0.00105410966189,60967.5474895,19975.7620604
115310,"Support Activities for Forestry",0.020964405048,-0.0014040896083,-0.0627708582932,61325.2404539,2020.42452342
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,0
212312,"Crushed and Broken Limestone Mining and Quarrying",0,0,0,0,0
212313,"Crushed and Broken Granite Mining and Quarrying",0,0,0,0,0
212319,"Other Crushed and Broken Stone Mining and Quarrying",0,0,0,0,0
212321,"Construction Sand and Gravel Mining",0,0,0,0,0
212322,"Industrial Sand Mining",0,0,0,0,0
212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",0,0,0,0,0
212390,"Other Nonmetallic Mineral Mining and Quarrying",0,0,0,0,0
213111,"Drilling Oil and Gas Wells",0,0,0,0,0
213112,"Support Activities for Oil and Gas Operations",0,0,0,0,0
213113,"Support Activities for Coal Mining",0,0,0,0,0
213114,"Support Activities for Metal Mining",0,0,0,0,0
213115,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",0,0,0,0,0
221111,"Hydroelectric Power Generation",0,0,0,0,0
221112,"Fossil Fuel Electric Power Generation",0,0,0,0,0
221113,"Nuclear Electric Power Generation",0,0,0,0,0
221114,"Solar Electric Power Generation",0,0,0,0,0
221115,"Wind Electric Power Generation",0,0,0,0,0
221116,"Geothermal Electric Power Generation",0,0,0,0,0
221117,"Biomass Electric Power Generation",0,0,0,0,0
221118,"Other Electric Power Generation",0,0,0,0,0
221121,"Electric Bulk Power Transmission and Control",0,0,0,0,0
221122,"Electric Power Distribution",0,0,0,0,0
221210,"Natural Gas Distribution",0,0,0,0,0
221310,"Water Supply and Irrigation Systems",0,0,0,0,0
221320,"Sewage Treatment Facilities",0,0,0,0,0
221330,"Steam and Air-Conditioning Supply",0,0,0,0,0
236115,"New Single-Family Housing Construction (except For-Sale Builders)",5.29525920059,0.177661661599,0.0347158330145,62631.7888097,328270.012844
236116,"New Multifamily Housing Construction (except For-Sale Builders)",0.0181386546614,0.00020415592489,0.0113834196255,52954.8483938,1022.30223939
236117,"New Housing For-Sale Builders",0.140279070501,0.0013018724264,0.0093675253526,50440.8435716,8061.66214727
236118,"Residential Remodelers",2.68398596019,0.084477933444,0.0324976620864,48401.6045267,143104.368283
236210,"Industrial Building Construction",3.08864779526E-5,4.89536309006E-6,0.188347560925,113849.611924,3.00140525455
236220,"Commercial and Institutional Building Construction",2.53723494628E-5,-3.70581111143E-5,-0.593590224576,84920.8575076,5.32447387114
237110,"Water and Sewer Line and Related Structures Construction",1.72704511074E-5,3.93361248082E-7,0.0233074097111,76118.6214646,1.28489919639
237120,"Oil and Gas Pipeline and Related Structures Construction",2.01291318866E-5,3.67352087769E-7,0.0185890183732,102708.185163,2.03712268934
237130,"Power and Communication Line and Related Structures Construction",2.30853899263E-5,-8.20409761203E-6,-0.262199807586,117806.131806,3.73548053864
237210,"Land Subdivision",2.50993873219E-5,-3.32530112581E-5,-0.569865370873,99357.6695645,5.79776933312
237310,"Highway, Street, and Bridge Construction",2.65379922197E-5,-4.0335868E-5,-0.603163446337,107205.565128,7.18425445381
237990,"Other Heavy and Civil Engineering Construction",2.75243627614E-5,-2.26195469413E-5,-0.451092606767,117850.871025,5.93117924959
238110,"Poured Concrete Foundation and Structure Contractors",2.79296619023E-5,-5.54786715172E-6,-0.165719134849,59476.8518587,1.99462110571
238120,"Structural Steel and Precast Concrete Contractors",2.75451095906E-5,-4.81068758711E-6,-0.148680854955,85099.3605229,2.75689534567
238130,"Framing Contractors",2.62229532373E-5,-4.04247287054E-6,-0.133567353591,66335.2273197,2.01470834799
238140,"Masonry Contractors",2.39403792879E-5,-3.43027945864E-6,-0.125326887102,61643.7011893,1.69054050183
238150,"Glass and Glazing Contractors",2.07995264372E-5,-3.07980922242E-6,-0.12897382349,62112.5798645,1.48712096125
238160,"Roofing Contractors",1.69919323869E-5,-3.0583773018E-6,-0.152535165256,82789.3067409,1.66199663922
238170,"Siding Contractors",1.27529028635E-5,-3.41592888634E-6,-0.211266276945,57737.6577354,0.936662589469
238190,"Other Foundation, Structure, and Building Exterior Contractors",0,-1.31467067824E-5,-1,61562.3046946,0.810849537225
238210,"Electrical Contractors and Other Wiring Installation Contractors",0,-2.13302974833E-5,-1,78634.4217736,1.70320529542
238220,"Plumbing, Heating, and Air-Conditioning Contractors",0,-2.82476653878E-5,-1,77484.9853687,2.19342862955
238290,"Other Building Equipment Contractors",0,-3.48509091969E-5,-1,111480.896674,3.89350480815
238310,"Drywall and Insulation Contractors",4.70096660998E-5,5.69169595572E-6,0.137753523125,65941.0513139,2.72777305113
238320,"Painting and Wall Covering Contractors",9.46158963822E-5,2.21229253649E-5,0.305173385149,52925.8554994,3.83889941299
238330,"Flooring Contractors",0.000124986529756,9.71371232439E-6,0.0842671545713,56140.8133478,6.4910355631
238340,"Tile and Terrazzo Contractors",0.000145745605647,3.39450083411E-6,0.0238459746313,63460.6228531,9.03985790875
