NAICS,Description,"2023 Jobs","2022 - 2023 Change","2022 - 2023 % Change","Avg. Earnings Per Job","2022 GRP Earnings"
111000,"Crop Production",0.185097766457,0.0117072237455,0.0675193904026,56699.0957976,58968.3577703
112000,"Animal Production",0.000410246300796,7.66811410826E-6,0.0190475151457,22785.2447195,9.22985717415
113110,"Timber Tract Operations",0,0,0,0,0
113210,"Forest Nurseries and Gathering of Forest Products",0,0,0,0,0
113310,Logging,0.000345313146218,-9.39233839908E-6,-0.026479259009,69979.3534389,24.8297387693
114111,"Finfish Fishing",0.000307128724569,-2.18041136551E-5,-0.0662874335468,170115.992047,56.0207320711
114112,"Shellfish Fishing",0,0,0,0,0
114119,"Other Marine Fishing",0,0,0,0,0
114210,"Hunting and Trapping",0.000275821331124,-2.67612819006E-5,-0.0884428937707,56210.5694279,17.0083618315
115111,"Cotton Ginning",0,0,0,0,0
115112,"Soil Preparation, Planting, and Cultivating",0.000273471218375,6.69084670973E-6,0.0250799812144,33747.0849358,9.0117322344
115113,"Crop Harvesting, Primarily by Machine",0,0,0,0,0
115114,"Postharvest Crop Activities (except Cotton Ginning)",0.000269613746487,7.57226192462E-6,0.0288971875474,28843.653868,7.55824314713
115115,"Farm Labor Contractors and Crew Leaders",0.000263374230678,4.21884044858E-6,0.0162791923596,26042.1890119,6.75187243581
115116,"Farm Management Services",0.000335779075709,8.27596001398E-5,0.327087865286,22309.9382848,5.68518079184
115210,"Support Activities for Animal Production",0.000408002766804,4.97176724091E-5,0.138765673445,16084.7934897,5.87143927662
115310,"Support Activities for Forestry",0.000382764693657,9.49013744605E-6,0.0254240137404,154105.677688,58.6332691356
211120,"Crude Petroleum Extraction",0,0,0,0,0
211130,"Natural Gas Extraction",0,0,0,0,0
212114,"Surface Coal Mining",0,0,0,0,0
212115,"Underground Coal Mining",0,0,0,0,0
212210,"Iron Ore Mining",0,0,0,0,0
212220,"Gold Ore and Silver Ore Mining",0,0,0,0,0
212230,"Copper, Nickel, Lead, and Zinc Mining",0,0,0,0,0
212290,"Other Metal Ore Mining",0,0,0,0,0
212311,"Dimension Stone Mining and Quarrying",0,0,0,0,0
212312,"Crushed and Broken Limestone Mining and Quarrying",0,0,0,0,0
212313,"Crushed and Broken Granite Mining and Quarrying",0,0,0,0,0
212319,"Other Crushed and Broken Stone Mining and Quarrying",0,0,0,0,0
212321,"Construction Sand and Gravel Mining",0,0,0,0,0
212322,"Industrial Sand Mining",0,0,0,0,0
212323,"Kaolin, Clay, and Ceramic and Refractory Minerals Mining",0,0,0,0,0
212390,"Other Nonmetallic Mineral Mining and Quarrying",0,0,0,0,0
213111,"Drilling Oil and Gas Wells",0,0,0,0,0
213112,"Support Activities for Oil and Gas Operations",0,0,0,0,0
213113,"Support Activities for Coal Mining",0,0,0,0,0
213114,"Support Activities for Metal Mining",0,0,0,0,0
213115,"Support Activities for Nonmetallic Minerals (except Fuels) Mining",0,0,0,0,0
221111,"Hydroelectric Power Generation",0,0,0,0,0
221112,"Fossil Fuel Electric Power Generation",0,0,0,0,0
221113,"Nuclear Electric Power Generation",0,0,0,0,0
221114,"Solar Electric Power Generation",0,0,0,0,0
221115,"Wind Electric Power Generation",0,0,0,0,0
221116,"Geothermal Electric Power Generation",0,0,0,0,0
221117,"Biomass Electric Power Generation",0,0,0,0,0
221118,"Other Electric Power Generation",0,0,0,0,0
221121,"Electric Bulk Power Transmission and Control",0,0,0,0,0
221122,"Electric Power Distribution",0,0,0,0,0
221210,"Natural Gas Distribution",0,0,0,0,0
221310,"Water Supply and Irrigation Systems",0,0,0,0,0
221320,"Sewage Treatment Facilities",0,0,0,0,0
221330,"Steam and Air-Conditioning Supply",0,0,0,0,0
236115,"New Single-Family Housing Construction (except For-Sale Builders)",0.000153571276306,2.28454272855E-5,0.174758301107,62631.7888097,8.38545348866
236116,"New Multifamily Housing Construction (except For-Sale Builders)",6.584774937E-5,-1.11296445063E-5,-0.144583285375,83705.987631,6.44347668018
236117,"New Housing For-Sale Builders",3.91117901237E-5,3.89644339632E-6,0.110646174422,107943.805212,3.80138101024
236118,"Residential Remodelers",2.90793218775E-5,-2.70398401546E-5,-0.481829007696,53049.1670611,2.98139127014
236210,"Industrial Building Construction",5.99680671121E-5,-8.20476403655E-5,-0.577736377354,113849.611924,16.3997078581
236220,"Commercial and Institutional Building Construction",0.000462931211376,-0.000427917446059,-0.480348084366,84920.8575076,75.9773411217
237110,"Water and Sewer Line and Related Structures Construction",0.00113933130008,-0.000166768864555,-0.127684590409,76118.6214646,99.4369921552
237120,"Oil and Gas Pipeline and Related Structures Construction",0.00139836198336,-3.27914763998E-6,-0.00233950586028,102708.185163,144.486730412
237130,"Power and Communication Line and Related Structures Construction",0.0162240330414,0.00868192404936,1.15112683449,117806.131806,900.411082974
237210,"Land Subdivision",0.0627960000522,0.00831349782329,0.152590235088,99357.6695645,5413.26472093
237310,"Highway, Street, and Bridge Construction",0.0839802395911,0.00794905224355,0.104549889603,107205.565128,8168.02551153
237990,"Other Heavy and Civil Engineering Construction",0.493643276838,0.00970833148711,0.0200612325693,80757.1715647,63602.5026466
238110,"Poured Concrete Foundation and Structure Contractors",0.145021506886,0.0101711974249,0.0754258367333,59476.8518587,8034.50197679
238120,"Structural Steel and Precast Concrete Contractors",0.132578868274,0.00556851758315,0.0438430218707,85099.3605229,10821.9940541
238130,"Framing Contractors",0.104591036628,0.00213637788672,0.0208519350215,66335.2273197,6820.19990471
238140,"Masonry Contractors",0.0705135858312,-0.000262889337335,-0.00371436041014,61643.7011893,4371.48769261
238150,"Glass and Glazing Contractors",0.0361441579489,-0.00119722625707,-0.0320616464152,62112.5798645,2325.48995359
238160,"Roofing Contractors",0.509585026823,0.00491248456583,0.00973400404123,63510.3411747,42271.1611731
238170,"Siding Contractors",0.118306582752,0.000492043319407,0.00417642272148,51502.8367704,10009.4059733
238190,"Other Foundation, Structure, and Building Exterior Contractors",0.000146851459847,-0.000534622345993,-0.784509017679,61562.3046946,42.0312652623
238210,"Electrical Contractors and Other Wiring Installation Contractors",0.000125938639685,-0.000682186914132,-0.844159562719,78634.4217736,64.5281072004
238220,"Plumbing, Heating, and Air-Conditioning Contractors",0.000105629724175,-0.000490588416536,-0.822833763413,77484.9853687,46.2962840057
238290,"Other Building Equipment Contractors",8.46441598586E-5,-0.00055341247592,-0.867340679319,111480.896674,71.28297759
238310,"Drywall and Insulation Contractors",6.18976547213E-5,-0.00071448669075,-0.920274468332,65941.0513139,51.2561553124
238320,"Painting and Wall Covering Contractors",5.18850583967E-5,-0.000608979951041,-0.921489173045,52925.8554994,34.9964177381
238330,"Flooring Contractors",4.26681641228E-5,-0.000593597426297,-0.932939695679,56140.8133478,35.8282435271
238340,"Tile and Terrazzo Contractors",3.44598699117E-5,-0.000355300466741,-0.911587027537,63460.6228531,24.7513222074
238350,"Finish Carpentry Contractors",2.73380110697E-5,-0.000468713092997,-0.944888720445,62101.6558106,30.963986463
238390,"Other Building Finishing Contractors",2.12214894736E-5,-0.000509756596976,-0.960033210381,54000.3636289,28.93362635
238910,"Site Preparation Contractors",1.90117404808E-5,-0.000488982342648,-0.962574878109,73874.8325784,37.5516904538
238990,"All Other Specialty Trade Contractors",1.76726034321E-5,-0.000440563026397,-0.961433371214,70981.0353592,32.649480173
311111,"Dog and Cat Food Manufacturing",0,0,0,0,0
311119,"Other Animal Food Manufacturing",0,0,0,0,0
311211,"Flour Milling",0,0,0,0,0
311212,"Rice Milling",0,0,0,0,0
311213,"Malt Manufacturing",0,0,0,0,0
311221,"Wet Corn Milling",0,0,0,0,0
311224,"Soybean and Other Oilseed Processing",0,0,0,0,0
311225,"Fats and Oils Refining and Blending",0,0,0,0,0
311230,"Breakfast Cereal Manufacturing",0,0,0,0,0
311313,"Beet Sugar Manufacturing",0,0,0,0,0
311314,"Cane Sugar Manufacturing",0,0,0,0,0
311340,"Nonchocolate Confectionery Manufacturing",0,0,0,0,0
311351,"Chocolate and Confectionery Manufacturing from Cacao Beans",0,0,0,0,0
311352,"Confectionery Manufacturing from Purchased Chocolate",0,0,0,0,0
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",0,0,0,0,0
311412,"Frozen Specialty Food Manufacturing",0,0,0,0,0
311421,"Fruit and Vegetable Canning",0,0,0,0,0
311422,"Specialty Canning",0,0,0,0,0
311423,"Dried and Dehydrated Food Manufacturing",0,0,0,0,0
311511,"Fluid Milk Manufacturing",0,0,0,0,0
311512,"Creamery Butter Manufacturing",0,0,0,0,0
